"Submission Num","Car Rental","Gas for Car Rental","Parking and Tolls","Airfare","Ground Transportation"
1024.00,$131.14,$16.27,$0.00,$293.48,$0.00
1025.00,$0.00,$0.00,$0.00,$0.00,$0.00
1026.00,$0.00,$0.00,$21.60,$0.00,$0.00
1027.00,$0.00,$0.00,$0.00,$0.00,$0.00
1028.00,$0.00,$0.00,$15.00,$0.00,$0.00
1029.00,$0.00,$0.00,$48.28,$0.00,$0.00
1030.00,$0.00,$0.00,$98.40,$0.00,$0.00
1031.00,$0.00,$0.00,$99.88,$0.00,$0.00
1032.00,$0.00,$0.00,$0.00,$0.00,$0.00
1033.00,$0.00,$0.00,$0.00,$0.00,$0.00
1034.00,$0.00,$0.00,$0.00,$0.00,$0.00
1035.00,$0.00,$0.00,$0.00,$0.00,$0.00
1036.00,$0.00,$0.00,$0.00,$0.00,$0.00
1037.00,$0.00,$0.00,$0.00,$0.00,$0.00
1038.00,$0.00,$0.00,$0.00,$0.00,$0.00
1039.00,$0.00,$0.00,$0.00,$0.00,$0.00
1040.00,$0.00,$0.00,$0.00,$0.00,$0.00
1041.00,$0.00,$0.00,$19.00,$0.00,$0.00
1042.00,$0.00,$0.00,$0.00,$0.00,$0.00
1043.00,$0.00,$0.00,$0.00,$0.00,$0.00
1044.00,$0.00,$0.00,$0.00,$0.00,$0.00
1045.00,$0.00,$0.00,$0.00,$0.00,$0.00
1046.00,$970.24,$95.00,$0.00,$0.00,$0.00
1047.00,$0.00,$95.00,$0.00,$0.00,$321.70
1048.00,$0.00,$0.00,$21.85,$0.00,$0.00
1049.00,$0.00,$0.00,$109.32,$0.00,$0.00
1050.00,$327.96,$45.00,$60.01,$750.36,$0.00
1051.00,$0.00,$0.00,$0.00,$0.00,$0.00
1052.00,$0.00,$0.00,$0.00,$0.00,$0.00
1053.00,$0.00,$0.00,$0.00,$0.00,$0.00
1054.00,$0.00,$0.00,$0.00,$0.00,$0.00
1058.00,$0.00,$0.00,$1.90,$0.00,$0.00
1059.00,$0.00,$0.00,$5.70,$0.00,$0.00
1060.00,$0.00,$0.00,$1.90,$0.00,$0.00
1061.00,$0.00,$31.00,$0.00,$0.00,$0.00
1062.00,$0.00,$0.00,$3.45,$0.00,$0.00
1063.00,$0.00,$0.00,$0.00,$0.00,$0.00
1064.00,$1192.68,$86.54,$144.85,$0.00,$0.00
1065.00,$1192.68,$86.54,$144.85,$0.00,$0.00
1066.00,,,,,
1067.00,$0.00,$0.00,$0.00,$0.00,$0.00
1055.00,$0.00,$0.00,$3.80,$0.00,$0.00
1056.00,$0.00,$0.00,$1.90,$0.00,$0.00
1057.00,$0.00,$104.35,$0.00,$190.00,$0.00
1068.00,$0.00,$0.00,$0.00,$0.00,$0.00
1070.00,$0.00,$0.00,$0.00,$830.36,$55.76
1071.00,$0.00,$0.00,$0.00,$0.00,$0.00
1072.00,$993.02,$55.07,$114.63,$768.36,$0.00
1073.00,$0.00,$0.00,$0.00,$0.00,$0.00
1069.00,$594.09,$67.92,$0.00,$1217.90,$23.00
1074.00,$0.00,$0.00,$0.00,$0.00,$0.00
1075.00,$0.00,$0.00,$0.00,$0.00,$0.00
1076.00,$0.00,$0.00,$3.90,$0.00,$0.00
1077.00,$0.00,$0.00,$0.00,$0.00,$0.00
1078.00,$0.00,$0.00,$0.00,$569.36,$0.00
1079.00,$341.68,$0.00,$0.00,$629.03,$0.00
1080.00,$0.00,$0.00,$9.50,$0.00,$0.00
1081.00,$545.15,$31.95,$114.00,$557.97,$0.00
1082.00,$0.00,$0.00,$12.00,$0.00,$0.00
1083.00,$0.00,$0.00,$17.00,$0.00,$0.00
1084.00,$0.00,$0.00,$0.00,$0.00,$0.00
1085.00,$0.00,$0.00,$0.00,$0.00,$0.00
1086.00,$705.09,$0.00,$0.00,$0.00,$0.00
1087.00,$0.00,$0.00,$9.25,$0.00,$0.00
1088.00,$0.00,$0.00,$4.00,$0.00,$0.00
1089.00,$0.00,$0.00,$2.65,$0.00,$0.00
1090.00,$0.00,$0.00,$8.44,$0.00,$0.00
1091.00,$0.00,$0.00,$1.65,$0.00,$0.00
1092.00,$0.00,$0.00,$1.50,$0.00,$0.00
1093.00,$119.25,$45.00,$40.01,$371.36,$0.00
1094.00,$0.00,$0.00,$3.02,$0.00,$0.00
1095.00,$0.00,$0.00,$1.50,$0.00,$0.00
1096.00,$0.00,$0.00,$0.00,$0.00,$0.00
1097.00,$0.00,$0.00,$2.90,$0.00,$0.00
1098.00,$1302.98,$217.93,$119.42,$0.00,$0.00
1099.00,$0.00,$0.00,$0.00,$0.00,$0.00
1100.00,$0.00,$0.00,$0.00,$0.00,$0.00
1101.00,$0.00,$0.00,$30.00,$0.00,$0.00
1102.00,$0.00,$0.00,$24.00,$0.00,$0.00
1103.00,$0.00,$0.00,$25.20,$0.00,$0.00
1104.00,$0.00,$0.00,$0.00,$0.00,$0.00
1105.00,$486.75,$70.00,$55.00,$0.00,$0.00
1106.00,$0.00,$0.00,$0.00,$0.00,$0.00
1107.00,$0.00,$0.00,$1.65,$0.00,$0.00
1108.00,$0.00,$0.00,$2.26,$0.00,$0.00
1109.00,$0.00,$0.00,$2.65,$0.00,$0.00
1110.00,$0.00,$0.00,$47.90,$0.00,$0.00
1111.00,$0.00,$0.00,$47.90,$0.00,$0.00
1112.00,$0.00,$0.00,$37.24,$0.00,$0.00
1113.00,$0.00,$0.00,$0.00,$0.00,$0.00
1114.00,$0.00,$0.00,$15.31,$0.00,$0.00
1115.00,$0.00,$0.00,$0.00,$0.00,$0.00
1116.00,$175.78,$29.94,$46.90,$129.81,$0.00
1117.00,$0.00,$0.00,$2.65,$0.00,$0.00
1118.00,$0.00,$0.00,$27.00,$0.00,$0.00
1119.00,$0.00,$0.00,$30.00,$0.00,$0.00
1120.00,$0.00,$0.00,$0.00,$0.00,$0.00
1121.00,$430.06,$41.58,$0.00,$516.96,$0.00
1122.00,$0.00,$0.00,$0.00,$898.33,$224.58
1123.00,$658.98,$14.00,$3.54,$0.00,$99.00
1124.00,$0.00,$0.00,$0.00,$0.00,$0.00
1125.00,$0.00,$0.00,$0.00,$0.00,$0.00
1126.00,$0.00,$0.00,$0.00,$0.00,$0.00
1127.00,$0.00,$0.00,$0.00,$0.00,$0.00
1128.00,$0.00,$0.00,$38.00,$0.00,$0.00
1129.00,$0.00,$0.00,$0.00,$0.00,$0.00
1130.00,$381.28,$113.99,$0.00,$0.00,$0.00
1131.00,$0.00,$0.00,$0.00,$0.00,$0.00
1132.00,$0.00,$0.00,$25.20,$0.00,$0.00
1133.00,$0.00,$0.00,$158.50,$0.00,$0.00
1134.00,$487.14,$149.74,$0.00,$485.36,$21.49
1135.00,$0.00,$0.00,$0.00,$0.00,$0.00
1136.00,$176.55,$17.87,$0.00,$660.36,$0.00
1137.00,$511.23,$45.99,$0.00,$1147.20,$0.00
1138.00,$228.19,$14.39,$118.30,$398.18,$0.00
1139.00,$0.00,$0.00,$0.00,$0.00,$0.00
1140.00,$0.00,$0.00,$0.00,$0.00,$0.00
1170.00,$0.00,$0.00,$5.80,$0.00,$0.00
1171.00,$0.00,$0.00,$3.90,$0.00,$0.00
1172.00,$0.00,$0.00,$5.80,$0.00,$0.00
1173.00,$0.00,$0.00,$0.00,$0.00,$0.00
1174.00,$258.40,$59.43,$24.00,$227.96,$72.55
1175.00,$0.00,$0.00,$0.00,$0.00,$0.00
1176.00,$0.00,$0.00,$0.00,$0.00,$0.00
1177.00,$0.00,$0.00,$0.00,$0.00,$0.00
1142.00,$0.00,$0.00,$0.00,$0.00,$0.00
1143.00,$0.00,$0.00,$0.00,$0.00,$0.00
1144.00,$0.00,$0.00,$0.00,$0.00,$0.00
1145.00,$0.00,$0.00,$0.00,$0.00,$0.00
1141.00,$165.98,$65.00,$59.00,$358.37,$0.00
1146.00,$0.00,$0.00,$0.00,$0.00,$0.00
1147.00,$0.00,$0.00,$0.00,$0.00,$0.00
1148.00,$0.00,$0.00,$0.00,$0.00,$0.00
1149.00,$0.00,$0.00,$150.30,$0.00,$0.00
1150.00,$0.00,$0.00,$0.00,$0.00,$0.00
1151.00,$0.00,$0.00,$0.00,$0.00,$0.00
1152.00,$0.00,$0.00,$0.00,$0.00,$0.00
1153.00,$0.00,$0.00,$0.00,$0.00,$0.00
1154.00,$0.00,$0.00,$0.00,$0.00,$0.00
1155.00,$0.00,$0.00,$0.00,$0.00,$0.00
1156.00,$131.06,$65.00,$59.00,$604.37,$0.00
1157.00,$520.83,$66.34,$20.00,$538.47,$0.00
1158.00,$0.00,$0.00,$0.00,$0.00,$0.00
1159.00,$0.00,$0.00,$0.00,$0.00,$0.00
1160.00,$343.90,$38.17,$0.00,$353.10,$0.00
1161.00,$0.00,$0.00,$0.00,$0.00,$0.00
1162.00,$0.00,$0.00,$2.40,$0.00,$0.00
1163.00,$0.00,$0.00,$1.90,$0.00,$0.00
1164.00,$85.30,$0.00,$31.90,$315.66,$0.00
1165.00,$0.00,$0.00,$3.10,$0.00,$0.00
1166.00,$0.00,$0.00,$0.00,$0.00,$0.00
1167.00,$0.00,$0.00,$0.00,$0.00,$0.00
1168.00,$0.00,$0.00,$0.00,$0.00,$0.00
1169.00,$371.98,$75.00,$0.00,$278.18,$0.00
1178.00,$0.00,$0.00,$0.00,$0.00,$0.00
1179.00,$0.00,$0.00,$0.00,$0.00,$0.00
1180.00,$319.08,$68.92,$0.00,$543.36,$0.00
1181.00,$0.00,$0.00,$19.00,$0.00,$0.00
1182.00,$0.00,$0.00,$19.00,$0.00,$0.00
1183.00,$0.00,$0.00,$0.00,$0.00,$0.00
1184.00,$0.00,$0.00,$1.65,$0.00,$0.00
1185.00,$0.00,$0.00,$0.00,$0.00,$0.00
1186.00,$190.35,$0.00,$0.00,$362.97,$100.25
1187.00,$0.00,$0.00,$30.00,$0.00,$0.00
1188.00,$836.56,$64.58,$43.40,$429.96,$0.00
1189.00,$0.00,$0.00,$411.78,$0.00,$0.00
1190.00,$0.00,$0.00,$21.67,$0.00,$0.00
1191.00,$0.00,$0.00,$3.00,$0.00,$0.00
1192.00,$469.34,$97.53,$565.75,$894.61,$0.00
1193.00,$200.38,$65.00,$59.00,$341.37,$0.00
1194.00,$0.00,$0.00,$0.00,$0.00,$0.00
1195.00,$1345.89,$0.00,$223.70,$363.42,$0.00
1196.00,$0.00,$73.58,$116.01,$0.00,$0.00
1197.00,$0.00,$0.00,$0.00,$0.00,$0.00
1198.00,$0.00,$44.30,$0.00,$0.00,$0.00
1199.00,$376.65,$37.96,$0.00,$721.18,$0.00
1200.00,$0.00,$0.00,$72.19,$0.00,$0.00
1201.00,$581.96,$45.59,$0.00,$1110.99,$0.00
1202.00,$0.00,$0.00,$38.53,$0.00,$0.00
1203.00,$0.00,$0.00,$0.00,$418.06,$0.00
1204.00,$0.00,$0.00,$82.20,$0.00,$0.00
1205.00,$0.00,$0.00,$40.89,$0.00,$0.00
1206.00,$664.23,$149.21,$34.00,$336.37,$0.00
1207.00,$128.35,$21.14,$48.70,$416.66,$0.00
1208.00,$224.86,$29.03,$71.90,$337.66,$0.00
1209.00,$0.00,$0.00,$0.00,$0.00,$0.00
1210.00,$930.74,$48.19,$0.00,$629.17,$0.00
1211.00,$0.00,$0.00,$0.00,$0.00,$0.00
1212.00,$0.00,$35.90,$0.00,$449.18,$0.00
1213.00,$147.32,$16.22,$5.85,$526.38,$0.00
1214.00,$468.20,$26.32,$0.00,$711.14,$0.00
1215.00,$109.05,$0.00,$0.00,$171.70,$0.00
1216.00,$0.00,$0.00,$70.63,$0.00,$0.00
1217.00,$0.00,$0.00,$8.00,$0.00,$0.00
1218.00,$0.00,$0.00,$57.07,$0.00,$0.00
1219.00,$0.00,$0.00,$23.20,$0.00,$0.00
1220.00,$220.74,$54.42,$46.87,$943.79,$0.00
1221.00,$441.48,$129.49,$37.47,$0.00,$0.00
